lambda	T(lambda)	1/T	baseline					Derivative Y1		T(lambda)	Derivative Y 2
536.3	62.92	0.0158931977113795	0.0161141284131504	-2.2093070177091E-4	364				2.31027410031699	62.92	269.321289588468
536.4	62.706	0.0159474372468344	0.0161112363801305	-1.63799133296085E-4	365				2.30984340044743	62.706	688.57849830491
536.5	62.327	0.0160444109294527	0.0161082943689963	-6.38834395435273E-5	366				2.309412861137	62.327	1001.27917312311
536.6	61.844	0.0161697173533407	0.016105352357862	6.4364995478676E-5	367				2.30898248229594	61.844	1053.9064365614
536.7	61.42	0.0162813415825464	0.0161024103467277	1.78931235818681E-4	368				2.30855226383454	61.42	812.49709152567
536.8	61.145	0.0163545670128383	0.0160994683355935	2.5509867724488E-4	369				2.30812220566319	61.145	395.323522195765
536.9	61.08	0.0163719711853307	0.0160965263244592	2.75444860871523E-4	370				2.30769230769231	61.08	-33.7696666666334
537	61.174	0.0163468140059502	0.0160935843133249	2.53229692625315E-4	371				2.3072625698324	61.174	-311.89341404348
537.1	61.348	0.016300449892417	0.0160906423021907	2.09807590226371E-4	372				2.30683299199404	61.348	-422.589759806274
537.2	61.537	0.0162503859466662	0.0160877002910564	1.6268565560984E-4	373				2.30640357408786	61.537	-427.399831961341
537.3	61.715	0.0162035161630074	0.0160847582799221	1.18757883085244E-4	374				2.30597431602457	61.715	-396.102416949205
537.4	61.877	0.0161610937828272	0.0160818162687879	7.92775140393588E-5	375				2.30554521771492	61.877	-364.783780225863
537.5	62.028	0.0161217514670794	0.0160788742576536	4.28772094257825E-5	376				2.30511627906977	62.028	-353.263307102452
537.6	62.18	0.0160823415889353	0.0160759322465193	6.40934241601457E-6	377				2.3046875	62.18	-360.393545762677
537.7	62.337	0.016041837111186	0.0160729902353851	-3.11531241990945E-5	378				2.30425888041659	62.337	-380.363945843464
537.8	62.506	0.0159984641474418	0.0160700482242508	-7.1584076808958E-5	379				2.30383042023057	62.506	-388.67205334962
537.9	62.67	0.015956598053295	0.0160670911406456	-1.10493087350588E-4	380				2.30340211935304	62.67	-382.979590314707
538	62.834	0.0159149505045039	0.0160640780735771	-1.49127569073159E-4	381				2.30297397769517	62.834	-372.607553672211
538.1	62.989	0.0158757878359714	0.0160610650065086	-1.85277170537193E-4	382				2.30254599516818	62.989	-358.725515899893
538.2	63.141	0.0158375698832771	0.01605805193944	-2.20482056162905E-4	383				2.30211817168339	63.141	-315.60195690087
538.3	63.259	0.0158080273162712	0.0160550388723715	-2.47011556100279E-4	384				2.30169050715215	63.259	-168.367553672426
538.4	63.285	0.0158015327486766	0.0160520258053029	-2.50493056626323E-4	385				2.30126300148588	63.285	125.20233446314
538.5	63.152	0.0158348112490499	0.0160490127382344	-2.14201489184499E-4	386				2.3008356545961	63.152	565.266796609989
538.6	62.802	0.0159230597751664	0.0160459996711659	-1.22939895999475E-4	387				2.30040846639436	62.802	984.557105003631
538.7	62.311	0.0160485307570092	0.0160429866040973	5.54415291186341E-6	388				2.29998143679228	62.311	1175.78557667497
538.8	61.798	0.0161817534548044	0.0160399735370288	1.41779917775562E-4	389				2.29955456570156	61.798	1020.37000339042
538.9	61.44	0.0162760416666667	0.0160369604699603	2.39081196706407E-4	390				2.29912785303396	61.44	592.96919838578
539	61.292	0.0163153429485088	0.0160339474028917	2.81395545617052E-4	391				2.2987012987013	61.292	126.578429378541
539.1	61.332	0.0163047022761364	0.0160309343358232	2.73767940313249E-4	392				2.29827490261547	61.332	-208.786163680343
539.2	61.47	0.0162680982593135	0.0160279212687547	2.40176990558831E-4	393				2.29784866468843	61.47	-374.282916545683
539.3	61.651	0.0162203370586041	0.0160249082016861	1.95428856917961E-4	394				2.29742258483219	61.651	-430.751402260134
539.4	61.837	0.0161715477788379	0.0160218912845649	1.49656494273061E-4	395				2.29699666295884	61.837	-442.652580387424
539.5	62.028	0.0161217514670794	0.0160188146916264	1.02936775453002E-4	396				2.29657089898054	62.028	-439.29016101671
539.6	62.211	0.0160743276912443	0.0160157380986879	5.85895925564045E-5	397				2.29614529280949	62.211	-437.106050363098
539.7	62.4	0.016025641025641	0.0160126615057494	1.29795198915879E-5	398				2.29571984435798	62.4	-432.562798305301
539.8	62.579	0.015979801530865	0.016009584912811	-2.97833819459838E-5	399				2.29529455353835	62.579	-418.614246489238
539.9	62.756	0.0159347313404296	0.0160065083198725	-7.17769794428974E-5	400				2.29486942026301	62.756	-408.181394430807
540	62.926	0.0158916822934876	0.016003431726934	-1.1174943344644E-4	401				2.29444444444444	62.926	-397.742905568895
540.1	63.094	0.0158493676102324	0.0160003551339956	-1.50987523763205E-4	402				2.29401962599519	63.094	-379.052554802224
540.2	63.248	0.0158107766253478	0.0159972785410571	-1.86501915709247E-4	403				2.29359496482784	63.248	-352.10859475396
540.3	63.393	0.0157746123389018	0.0159942019481186	-2.19589609216843E-4	404				2.29317046085508	63.393	-322.785860290713
540.4	63.522	0.0157425773747678	0.0159911253551801	-2.48547980412347E-4	405				2.29274611398964	63.522	-259.261588700479
540.5	63.613	0.0157200572210083	0.0159880487622417	-2.6799154123339E-4	406				2.29232192414431	63.613	-82.501064971681
540.6	63.592	0.0157252484589257	0.0159849721693032	-2.59723710377552E-4	407				2.29189789123196	63.592	238.268031961351
540.7	63.411	0.0157701345192474	0.0159818955763647	-2.11761057117281E-4	408				2.29147401516553	63.411	671.356074657034
540.8	63.023	0.0158672230772892	0.0159788189834263	-1.11595906137015E-4	409				2.29105029585799	63.023	1059.88637804708
540.9	62.513	0.01599667269208	0.0159757423904878	2.09303015922604E-5	410				2.29062673322241	62.513	1212.56115617422
541	61.996	0.0161300729079295	0.0159726149087333	1.57457999196232E-4	411				2.2902033271719	61.996	1051.163436642
541.1	61.623	0.0162277071872515	0.0159694823380972	2.58224849154273E-4	412				2.28978007761966	61.623	637.994458191992
541.2	61.456	0.0162718042176517	0.0159663497674612	3.05454450190482E-4	413				2.28935698447894	61.456	164.254199999887
541.3	61.484	0.01626439398868	0.0159632171968251	3.01176791854884E-4	414				2.28893404766303	61.484	-215.229442937821
541.4	61.638	0.0162237580713196	0.015960084626189	2.63673445130619E-4	415				2.28851126708533	61.638	-428.208947053854
541.5	61.846	0.0161691944507325	0.015956952055553	2.12242395179515E-4	416				2.28808864265928	61.846	-495.804217917505
541.6	62.057	0.0161142175741657	0.0159538194849169	1.60398089248809E-4	417				2.28766617429838	62.057	-490.066257304268
541.7	62.26	0.016061676839062	0.0159506869142808	1.10989924781191E-4	418				2.28724386191619	62.26	-476.038002824976
541.8	62.459	0.0160105028898958	0.0159475543436447	6.29485462510376E-5	419				2.28682170542636	62.459	-457.25821016964
541.9	62.646	0.0159627111068544	0.0159444217730087	1.82893338457266E-5	420				2.28639970474257	62.646	-442.023762469587
542	62.832	0.0159154570919277	0.0159412892023726	-2.58321104449066E-5	421				2.2859778597786	62.832	-427.958869249183
542.1	63.007	0.0158712524005269	0.0159381566317365	-6.69042312095892E-5	422				2.28555617044826	63.007	-413.887880871734
542.2	63.181	0.0158275430904861	0.0159350240611004	-1.07480970614377E-4	423				2.28513463666544	63.181	-398.615462469913
542.3	63.343	0.0157870640796931	0.0159318914904644	-1.44827410771271E-4	424				2.28471325834409	63.343	-378.588427603053
542.4	63.5	0.015748031496063	0.0159287589198283	-1.80727423765306E-4	425				2.28429203539823	63.5	-350.231269733543
542.5	63.638	0.0157138816430435	0.0159255896509626	-2.11708007919167E-4	426				2.28387096774194	63.638	-305.228714689137
542.6	63.757	0.015684552284455	0.0159224086386635	-2.37856354208459E-4	427				2.28345005528935	63.757	-232.861235028215
542.7	63.834	0.0156656327349062	0.0159192276263644	-2.53594891458202E-4	428				2.28302929795467	63.834	-108.144472881314
542.8	63.848	0.015662197719584	0.0159160466140652	-2.53848894481219E-4	429				2.28260869565217	63.848	91.5752666665813
542.9	63.757	0.015684552284455	0.0159128656017661	-2.2831331731106E-4	430				2.28218824829619	63.757	387.78527610951
543	63.522	0.0157425773747678	0.015909684589467	-1.67107214699168E-4	431				2.2817679558011	63.522	731.799872881337
543.1	63.142	0.0158373190586298	0.0159065035771678	-6.91845185380804E-5	432				2.28134781808138	63.142	1021.30327586766
543.2	62.664	0.0159581258776969	0.0159033225648687	5.48033128282208E-5	433				2.28092783505155	62.664	1116.91345988726
543.3	62.204	0.0160761365828564	0.0159001415525696	1.75995030286837E-4	434				2.28050800662617	62.204	937.431043341688
543.4	61.877	0.0161610937828272	0.0158969605402704	2.64133242556787E-4	435				2.28008833271991	61.877	550.486567554401
543.5	61.742	0.0161964303067604	0.0158937795279713	3.02650778789087E-4	436				2.27966881324747	61.742	104.861284503732
543.6	61.789	0.0161841104403696	0.0158905985156722	2.93511924697475E-4	437				2.27924944812362	61.789	-243.293686198473
543.7	61.946	0.0161430923707745	0.015887417503373	2.55674867401513E-4	438				2.2788302372632	61.946	-435.433049717694
543.8	62.154	0.0160890690864627	0.0158842364910739	2.04832595388754E-4	439				2.2784111805811	62.154	-496.444193059024
543.9	62.362	0.0160354061768385	0.0158810554787748	1.54350698063688E-4	440				2.27799227799228	62.362	-489.462589830353
544	62.564	0.0159836327600537	0.0158778496499672	1.05783110086514E-4	441				2.27757352941176	62.564	-474.117075060597
544.1	62.759	0.0159339696298539	0.0158746276904291	5.93419394247577E-5	442				2.27715493475464	62.759	-462.34535205805
544.2	62.951	0.0158853711616972	0.0158714057308911	1.39654308061246E-5	443				2.27673649393605	62.951	-439.804958837947
544.3	63.127	0.0158410822627402	0.015868183771353	-2.71015086128167E-5	444				2.27631820687121	63.127	-413.66624277663
544.4	63.297	0.0157985370554687	0.0158649618118149	-6.64247563462797E-5	445				2.27590007347539	63.297	-397.073672316255
544.5	63.459	0.0157582060858192	0.0158617398522769	-1.03533766457695E-4	446				2.27548209366391	63.459	-384.059713074911
544.6	63.618	0.0157188217171241	0.0158585178927388	-1.39696175614736E-4	447				2.27506426735218	63.618	-351.880169491395
544.7	63.753	0.0156855363669161	0.0158552959332008	-1.69759566284691E-4	448				2.27464659445566	63.753	-266.994003147864
544.8	63.841	0.0156639150389248	0.0158520739736627	-1.88158934737868E-4	449				2.27422907488987	63.841	-166.481690072719
544.9	63.892	0.0156514117573405	0.0158488520141246	-1.97440256784125E-4	450				2.27381170857038	63.892	-85.065970621439
545	63.912	0.0156465139566905	0.0158456300545866	-1.99116097896124E-4	451				2.27339449541284	63.912	-44.3493200161248
545.1	63.929	0.0156423532356208	0.0158424080950485	-2.00054859427746E-4	452				2.27297743533297	63.929	-19.1814486682557
545.2	63.928	0.015642597922663	0.0158391861355104	-1.96588212847452E-4	453				2.27256052824651	63.928	85.181669572345
545.3	63.858	0.0156597450593504	0.0158359641759724	-1.76219116621953E-4	454				2.27214377406932	63.858	331.221117514095
545.4	63.652	0.0157104254383209	0.0158327422164343	-1.22316778113456E-4	455				2.27172717271727	63.652	683.06683946695
545.5	63.289	0.0158005340580512	0.0158295050191832	-2.89709611320452E-5	456				2.27131072410632	63.289	982.314298224364
545.6	62.834	0.0159149505045039	0.0158262495366764	8.87009678274923E-5	457				2.27089442815249	62.834	1033.09734301853
545.7	62.429	0.0160181966714187	0.0158229940541697	1.9520261724907E-4	458				2.27047828477185	62.429	783.492628813428
545.8	62.182	0.0160818243221511	0.0158197385716629	2.62085750488219E-4	459				2.27006229388054	62.182	344.977096933116
545.9	62.142	0.0160921759840366	0.0158164830891561	2.75692894880449E-4	460				2.26964645539476	62.142	-75.7959459241544
546	62.245	0.0160655474335288	0.0158132276066493	2.52319826879458E-4	461				2.26923076923077	62.245	-339.277084745658
546.1	62.424	0.0160194796872998	0.0158099721241426	2.09507563157189E-4	462				2.26881523530489	62.424	-452.516795560831
546.2	62.621	0.0159690838536593	0.0158067166416358	1.62367212023524E-4	463				2.2683998535335	62.621	-480.370115657959
546.3	62.823	0.015917737134489	0.015803461159129	1.14275975359943E-4	464				2.26798462383306	62.823	-473.316260048531
546.4	63.014	0.0158694893198337	0.0158002056766222	6.92836432114423E-5	465				2.26756954612006	63.014	-455.418887490001
546.5	63.201	0.0158225344535688	0.0157969501941155	2.55842594533012E-5	466				2.26715462031107	63.201	-429.066897901657
546.6	63.37	0.0157803376992268	0.0157936947116087	-1.33570123819308E-5	467				2.26673984632272	63.37	-406.319455447718
546.7	63.538	0.0157386131134124	0.0157904392291019	-5.18261156894732E-5	468				2.2663252240717	63.538	-384.754134463293
546.8	63.689	0.0157012984973857	0.0157871837465952	-8.58852492094178E-5	469				2.26591075347476	63.689	-347.491620661975
546.9	63.826	0.0156675962773791	0.0157839282640884	-1.1633198670925E-4	470				2.26549643444871	63.826	-278.812180145206
547	63.92	0.0156445556946183	0.0157806648433025	-1.36109148684203E-4	471				2.26508226691042	63.92	-184.733908393845
547.1	63.979	0.0156301286359587	0.0157773831644746	-1.47254528515932E-4	472				2.26466825077682	63.979	-97.8319892655342
547.2	64.001	0.0156247558631896	0.0157741014856467	-1.49345622457097E-4	473				2.26425438596491	64.001	-38.6643835351116
547.3	64.011	0.0156223149146241	0.0157708198068189	-1.4850489219481E-4	474				2.26384067239174	64.011	-32.6387810330997
547.4	64.028	0.0156181670519148	0.015767538127991	-1.49371076076205E-4	475				2.26342710997442	64.028	-77.3972350282032
547.5	64.075	0.0156067108856808	0.0157642564491631	-1.57545563482275E-4	476				2.26301369863014	64.075	-152.4255024213
547.6	64.154	0.015587492595941	0.0157609747703352	-1.73482174394226E-4	477				2.26260043827611	64.154	-135.522381598084
547.7	64.187	0.0155794787106423	0.0157576930915074	-1.78214380865032E-4	478				2.26218732882965	64.187	60.5533406781308
547.8	64.104	0.0155996505678273	0.0157544114126795	-1.5476084485222E-4	479				2.26177437020811	64.104	442.057577966111
547.9	63.822	0.0156685782332111	0.0157511297338516	-8.25515006405118E-5	480				2.26136156232889	63.822	326.244226547338
548	63.409	0.0157706319292214	0.0157478480550238	2.27838741976467E-5	481				2.25600873998543	63.409	-132.190909045808
548.1	62.969	0.0158808302498055	0.0157445663761959	1.36263873609575E-4	482				2.25559803386128	62.969	-192.379135593244
548.2	62.667	0.0159573619289259	0.015741284697368	2.16077231557896E-4	483				2.25518747724791	62.667	-96.2183863599317
548.3	62.561	0.0159843992263551	0.0157380030185401	2.46396207814935E-4	484				2.25477707006369	62.561	-10.9611723163831
548.4	62.632	0.015966279218291	0.0157347213397123	2.315578785787E-4	485				2.25436681222707	62.632	15.8459128329343
548.5	62.801	0.0159233133230363	0.015731436783073	1.91876539963286E-4	486				2.25395670365654	62.801	-21.955612510129
548.6	62.997	0.0158737717669095	0.0157281361106897	1.45635656219847E-4	487				2.25354674427064	62.997	-117.117162389036
548.7	63.19	0.0158252888115208	0.0157248354383064	1.00453373214404E-4	488				2.253136933988	63.19	-209.897140677908
548.8	63.374	0.0157793416858649	0.0157215347659231	5.78069199417379E-5	489				2.25272727272727	63.374	-273.452098466409
548.9	63.55	0.01573564122738	0.0157182340935398	1.74071338401686E-5	490				2.2523177604072	63.55	-241.783379580196
549	63.712	0.0156956303365143	0.0157149334211566	-1.93030846422498E-5	491				2.25190839694656	63.712	-57.3946525423256
549.1	63.859	0.0156594998355753	0.0157116327487733	-5.21329131980344E-5	492				2.25149918226422	63.859	265.226834059789
549.2	63.986	0.0156284187165943	0.01570833207639	-7.99133597957497E-5	493				2.25109011627907	63.986	641.854135270375
549.3	64.082	0.0156050060859524	0.0157050314040067	-1.00025318054347E-4	494				2.25068119891008	64.082	897.66955932153
549.4	64.144	0.0155899226739835	0.0157017307316234	-1.11808057639906E-4	495				2.25027243007628	64.144	906.531792655152
549.5	64.161	0.0155857919920201	0.0156984300592402	-1.12638067220087E-4	496				2.24986380969675	64.161	635.142889023805
549.6	64.153	0.0155877355696538	0.0156951293868569	-1.07393817203087E-4	497				2.24945533769063	64.153	211.762595157548
549.7	64.148	0.0155889505518489	0.0156918287144736	-1.02878162624749E-4	498				2.24904701397713	64.148	-170.267672316314
549.8	64.171	0.0155833632014461	0.0156885280420903	-1.05164840644186E-4	499				2.2486388384755	64.171	-389.620149313982
549.9	64.244	0.0155656559367412	0.015685227369707	-1.19571432965865E-4	500				2.24823081110506	64.244	-448.580276997627
550	64.343	0.0155417061685032	0.0156819266973238	-1.40220528820579E-4	501				2.2478229317852	64.343	-425.444320581127
550.1	64.468	0.0155115716324378	0.0156786140853415	-1.67042452903738E-4	502				2.24741520043533	64.468	-396.164446973429
550.2	64.541	0.0154940270525712	0.0156753014733593	-1.81274420788078E-4	503				2.24700761697497	64.541	-382.812231476945
550.3	64.515	0.015500271254747	0.0156719888613771	-1.71717606630135E-4	504				2.24660018132366	64.515	-366.99364971743
550.4	64.324	0.0155462968720851	0.0156686762493949	-1.22379377309802E-4	505				2.24619289340102	64.324	-318.007639547912
550.5	63.99	0.0156274417877793	0.0156653636374126	-3.79218496333079E-5	506				2.2457857531267	63.99	-216.169329297812
550.6	63.59	0.0157257430413587	0.0156620510254304	6.36920159282767E-5	507				2.24537876042044	63.59	-83.5422527845823
550.7	63.249	0.0158105266486427	0.0156587384134482	1.51788235194461E-4	508				2.24497191520203	63.249	36.8850939467232
550.8	63.071	0.0158551473735948	0.015655425801466	1.99721572128855E-4	509				2.2445652173913	63.071	89.7637094430922
550.9	63.076	0.0158538905447397	0.0156521131894838	2.01777355255915E-4	510				2.24415866690817	63.076	50.4260245359223
551	63.21	0.0158202816010125	0.0156488005775015	1.71481023510958E-4	511				2.24375226367258	63.21	-55.3855708636814
551.1	63.394	0.0157743635044326	0.0156454879655193	1.28875538913276E-4	512				2.24334600760456	63.394	-185.888845762737
551.2	63.576	0.0157292059896816	0.0156421753535371	8.70306361445451E-5	513				2.24293989862419	63.576	-278.305718482552
551.3	63.741	0.01568848935536	0.0156388627415549	4.96266138050976E-5	514				2.24253393665158	63.741	-321.519771993542
551.4	63.899	0.0156496971783596	0.0156355501295727	1.41470487869423E-5	515				2.24212812160695	63.899	-329.02557748169
551.5	64.053	0.0156120712534932	0.0156322375175904	-2.01662640972305E-5	516				2.24172245341053	64.053	-262.566848587516
551.6	64.198	0.015576809246394	0.0156289206140254	-5.2111367631431E-5	517				2.24131693198263	64.198	-98.6370989508967
551.7	64.312	0.0155491976614007	0.0156256029441063	-7.64052827056261E-5	518				2.24091155724362	64.312	196.184449394568
551.8	64.374	0.0155342218908255	0.0156222852741872	-8.8063383361708E-5	519				2.24050632911392	64.374	540.562186440368
551.9	64.38	0.0155327741534638	0.0156189676042681	-8.61934508042828E-5	520				2.24010124751401	64.38	806.176061016787
552	64.344	0.0155414646276265	0.015615649934349	-7.41853067224799E-5	521				2.23969631236442	64.344	855.836342373449
552.1	64.307	0.0155504066431337	0.0156123322644299	-6.19256212961699E-5	522				2.23929152358576	64.307	644.870033575843
552.2	64.303	0.0155513739638897	0.0156090145945108	-5.76406306210739E-5	523				2.23888688109866	64.303	278.034368442139
552.3	64.352	0.0155395325708603	0.0156056969245917	-6.61643537314127E-5	524				2.23848238482385	64.352	-81.6236041162525
552.4	64.454	0.0155149408880752	0.0156023792546726	-8.74383665973606E-5	525				2.23807803468208	64.454	-305.498061016939
552.5	64.578	0.015485149741398	0.0155990615847535	-1.13911843355475E-4	526				2.23767383059418	64.578	-405.8124949154
552.6	64.715	0.0154523680754076	0.0155957439148344	-1.43375839426816E-4	527				2.23726977248104	64.715	-428.234007263982
552.7	64.845	0.015421389467191	0.0155924262449153	-1.71036777724273E-4	528				2.23686586026359	64.845	-423.434420822968
552.8	64.928	0.0154016757023164	0.0155891085749962	-1.87432872679751E-4	529				2.23646209386282	64.928	-398.814271186276
552.9	64.925	0.0154023873700424	0.0155857909050771	-1.83403535034704E-4	530				2.23605847319978	64.925	-338.242049152549
553	64.769	0.0154394849387824	0.015582473235158	-1.42988296375518E-4	531				2.2356549981956	64.769	-228.04815609369
553.1	64.487	0.0155070014111371	0.0155791567009403	-7.21552898031962E-5	532				2.23525166877142	64.487	-57.0168459241799
553.2	64.116	0.0155967309251981	0.0155758406605059	2.08902646921406E-5	533				2.23484848484848	64.116	117.84624406778
553.3	63.794	0.0156754553719786	0.0155725246200716	1.02930751907005E-4	534				2.23444544634806	63.794	196.047748991068
553.4	63.594	0.0157247539076013	0.0155692085796372	1.5554532796418E-4	535				2.23404255319149	63.594	134.042209523792
553.5	63.569	0.0157309380358351	0.0155658925392028	1.65045496632297E-4	536				2.23363980530016	63.569	-23.6081036319654
553.6	63.66	0.0157084511467169	0.0155625764987684	1.45874647948541E-4	537				2.23323720259553	63.66	-178.8806847457
553.7	63.816	0.0156700513977686	0.015559260458334	1.10790939434575E-4	538				2.2328347449991	63.816	-284.560244067705
553.8	63.988	0.0156279302369194	0.0155559444178996	7.19858190198017E-5	539				2.23243243243243	63.988	-336.865962469727
553.9	64.162	0.015585549078894	0.0155526283774652	3.29207014288131E-5	540				2.23203026481715	64.162	-350.66325593221
554	64.33	0.0155448468832582	0.0155493123370308	-4.4654537726483E-6	541				2.23162824207493	64.33	-342.080497820921
554.1	64.484	0.0155077228459773	0.0155459962965965	-3.82734506191654E-5	542				2.2312263641275	64.484	-308.602484745828
554.2	64.603	0.0154791573146758	0.0155426802561621	-6.35229414862864E-5	543				2.23082463089665	64.603	-220.323683535056
554.3	64.668	0.0154635986886868	0.0155393642157277	-7.57655270408608E-5	544				2.23042304230423	64.668	-18.6543087166835
554.4	64.649	0.0154681433587526	0.0155360481752933	-6.79048165406551E-5	545				2.23002159827214	64.649	285.301496852118
554.5	64.573	0.0154863487835473	0.0155327321348589	-4.6383351311614E-5	546				2.22962029872233	64.573	614.394298789711
554.6	64.491	0.0155060396024251	0.0155294205138841	-2.33809114589308E-5	547				2.22921914357683	64.491	810.311989830646
554.7	64.465	0.0155122934925929	0.0155261125757922	-1.38190831993085E-5	548				2.22881813275769	64.465	753.216233898087
554.8	64.51	0.0155014726399008	0.0155228046377003	-2.13319977995091E-5	549				2.22841726618705	64.51	467.785596448827
554.9	64.609	0.0154777198223158	0.0155194966996084	-4.17768772926312E-5	550				2.22801654378709	64.609	86.0765601290076
555	64.739	0.0154466395835586	0.0155161887615165	-6.95491779579248E-5	551				2.22761596548004	64.739	-214.748864891064
555.1	64.88	0.0154130702836005	0.0155128808234246	-9.98105398241356E-5	552				2.22721553118821	64.88	-379.665096690958
555.2	65.021	0.0153796465757217	0.0155095728853327	-1.29926309611051E-4	553				2.22681524083393	65.021	-427.266251170267
555.3	65.155	0.0153480162688972	0.0155062649472409	-1.58248678343607E-4	554				2.22641509433962	65.155	-414.920830508443
555.4	65.269	0.0153212091498261	0.015502957009149	-1.81747859322859E-4	555				2.22601509162774	65.269	-373.809011057359
555.5	65.332	0.0153064348252005	0.0154996490710571	-1.93214245856558E-4	556				2.2256152326208	65.332	-271.381589749809
555.6	65.284	0.0153176888671037	0.0154963411329652	-1.78652265861454E-4	557				2.22521551724138	65.284	-101.322545278461
555.7	65.103	0.0153602752561326	0.0154930331948733	-1.32757938740704E-4	558				2.2248159454121	65.103	102.64714277643
555.8	64.791	0.0154342424102113	0.0154897252567814	-5.54828465701099E-5	559				2.22441651705566	64.791	250.410386602096
555.9	64.453	0.0155151816052007	0.0154864173186895	2.87642865111713E-5	560				2.22401723209478	64.453	259.253836561732
556	64.187	0.0155794787106423	0.0154831093805976	9.63693300447162E-5	561				2.22361809045226	64.187	131.538999999979
556.1	64.078	0.0156059802116171	0.0154798070923868	1.26173119230339E-4	562				2.22321909205096	64.078	-76.4755937046126
556.2	64.118	0.0155962444243426	0.0154765134963005	1.1973092804211E-4	563				2.22282023681378	64.118	-253.281390314747
556.3	64.25	0.0155642023346304	0.0154732199002143	9.09824344160846E-5	564				2.22242152466368	64.25	-343.672877320224
556.4	64.422	0.0155226475427649	0.015469926304128	5.2721238636871E-5	565				2.22202295552367	64.422	-350.060964971655
556.5	64.592	0.0154817934109487	0.0154666327080418	1.51607029069446E-5	566				2.22162452931684	64.592	-322.5756605329
556.6	64.754	0.0154430614324984	0.0154633391119555	-2.02776794571615E-5	567				2.2212262459663	64.754	-300.088521469004
556.7	64.891	0.0154104575364843	0.0154600455158693	-4.95879793850386E-5	568				2.22082810539523	64.891	-283.870236723021
556.8	64.971	0.0153914823536655	0.0154567519197831	-6.5269566117571E-5	569				2.22043010752688	64.971	-273.918101694841
556.9	64.972	0.0153912454595826	0.0154534583236968	-6.22128641142184E-5	570				2.22003225228454	64.972	-228.761090960439
557	64.889	0.0154109325155265	0.0154501647276106	-3.92322120840501E-5	571				2.21963453959154	64.889	-104.349385391443
557.1	64.772	0.0154387698388192	0.0154468711315243	-8.10129270508234E-6	572				2.21923696937131	64.772	128.327891041184
557.2	64.682	0.0154602516928976	0.0154435775354381	1.6674157459479E-5	573				2.21883954154728	64.682	400.167287166916
557.3	64.667	0.015463837815269	0.0154402839393518	2.35538759171539E-5	574				2.21844225604297	64.667	604.221271186361
557.4	64.743	0.015445685247826	0.0154369903432656	8.69490456042663E-6	575				2.21804511278195	64.743	647.231650847377
557.5	64.869	0.015415683916817	0.0154336967471794	-1.80128303623826E-5	576				2.21764811168785	64.869	500.067614043589
557.6	65.017	0.0153805927680453	0.0154304080799639	-4.9815311918595E-5	577				2.21725125268432	65.017	223.011938498971
557.7	65.148	0.0153496653772948	0.0154271348154695	-7.74694381747657E-5	578				2.21685453569512	65.148	-63.0505961258919
557.8	65.274	0.0153200355424825	0.0154238615509752	-1.03826008492746E-4	579				2.21645796064401	65.274	-254.738420500279
557.9	65.387	0.0152935598819337	0.0154205882864809	-1.27028404547152E-4	580				2.21606152745484	65.387	-350.694234059643
558	65.5	0.0152671755725191	0.0154173150219865	-1.5013944946745E-4	581				2.2156652360515	65.5	-365.955554479627
558.1	65.605	0.0152427406447679	0.0154140417574922	-1.7130111272427E-4	582				2.21526908635795	65.605	-318.112144632919
558.2	65.682	0.0152248713498371	0.0154107684929979	-1.85897143160769E-4	583				2.21487307829818	65.682	-191.933345601248
558.3	65.688	0.0152234806966265	0.0154074952285035	-1.84014531877049E-4	584				2.21447721179625	65.688	2.54507021789182
558.4	65.58	0.0152485513876182	0.0154042219640092	-1.55670576391013E-4	585				2.21408148677627	65.58	216.117384503542
558.5	65.37	0.0152975370965275	0.0154009486995149	-1.03411602987396E-4	586				2.21368590316241	65.37	352.711285230102
558.6	65.1	0.0153609831029186	0.0153976754350205	-3.66923321019289E-5	587				2.21329046087889	65.1	335.119819612703
558.7	64.856	0.0154187738990995	0.0153944021705262	2.43717285733636E-5	588				2.21289515984997	64.856	182.15277764321
558.8	64.703	0.0154552339149653	0.0153911289060318	6.41050089334547E-5	589				2.2125	64.703	-22.7968361582121
558.9	64.679	0.015460968784304	0.0153878556415375	7.31131427665135E-5	590				2.21210498125335	64.679	-187.378539225127
559	64.753	0.0154432999243278	0.0153845823770432	5.87175472846549E-5	591				2.21171010353445	64.753	-282.421054640957
559.1	64.881	0.0154128327245264	0.015381311481277	3.15212432494393E-5	592				2.2113153667678	64.881	-321.793087812861
559.2	65.031	0.015377281604158	0.0153780642727924	-7.82668634395634E-7	593				2.21092077087794	65.031	-329.508867796621
559.3	65.171	0.015344248208559	0.0153748170643078	-3.05688557487981E-5	594				2.21052631578947	65.171	-325.8242142856
559.4	65.283	0.01531792350229	0.0153715698558232	-5.36463535331985E-5	595				2.21013200142704	65.283	-319.597652784258
559.5	65.323	0.015308543698238	0.0153683226473386	-5.97789491006487E-5	596				2.20973782771536	65.323	-315.907611864556
559.6	65.281	0.015318392794228	0.015365075438854	-4.66826446260168E-5	597				2.20934379457917	65.281	-316.018947215654
559.7	65.152	0.0153487229862475	0.0153618282303695	-1.31052441219096E-5	598				2.20894990194331	65.152	-300.895008716631
559.8	65.002	0.0153841420263992	0.0153585810218849	2.5561004514325E-5	599				2.20855614973262	65.002	-247.654332929724
